No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat,Long
1, 2023-04-03,หทัยมิตร - นิมิตรใหม่ ,นิมิตรใหม่ ,3329,1761,3,2,742,3,9622,7306,16,0,4186,18,2993,1946,12,2,641,1,32583,13.859775,100.73188
2, 2023-04-03,หทัยมิตร - นิมิตรใหม่ ,หทัยมิตร ,927,492,0,2,43,0,2341,1578,0,1,549,1,734,458,1,1,47,0,7175,13.859775,100.73188
3, 2023-04-03,ระหว่างซอยนิมิตรใหม่ 33 - 35,นิมิตรใหม่ ,1955,1950,1,0,489,0,6826,6072,6,0,3743,0,2011,1479,1,0,425,1,24959,13.885933,100.731701
4, 2023-04-04,พงษ์เพชร,ประชาชื่น,3622,822,57,0,15,0,14862,4555,236,0,246,12,5169,1029,33,0,30,3,30691,13.856209,100.545104
5, 2023-04-04,พงษ์เพชร,งามวงศ์วาน,15368,4514,160,2,236,15,50346,20010,492,14,2035,59,11157,4296,108,3,146,6,108967,13.856209,100.545104
6, 2023-04-05,ลำสาลี,ศรีนครินทร์,2010,742,219,18,12,13,7671,3555,734,107,97,21,2063,735,147,13,27,1,18185,13.762717,100.645628
7, 2023-04-05,ลำสาลี,รามคำแหง,9014,2684,103,8,92,24,31106,10867,492,50,657,100,8608,2725,147,16,53,15,66761,13.762717,100.645628
8, 2023-04-07,สี่แยกลาดหญ้า,ท่าดินแดง,734,236,40,7,8,126,2832,935,135,37,76,303,864,236,44,15,19,79,6726,13.728713,100.500985
9, 2023-04-07,สี่แยกลาดหญ้า,อิสรภาพ,568,137,11,0,5,83,2681,633,35,0,67,361,737,178,6,0,11,89,5602,13.728713,100.500985
10, 2023-04-10,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง,4222,2358,54,4,375,1,11817,8947,138,5,2641,10,3804,2255,74,1,366,1,37073,13.755756,100.79797
11, 2023-04-10,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง 31,582,701,16,0,253,0,2148,2772,26,0,1621,0,875,476,21,0,176,0,9667,13.755756,100.79797
12, 2023-04-10,นิคมอุตสาหกรรมลาดกระบัง,ซอยส่วนบุคคล,8,10,0,0,0,1,32,45,0,0,0,1,8,18,0,0,1,0,124,13.755756,100.79797
13, 2023-04-11,จุดกลับรถปากซอยอ่อนนุช 59,อ่อนนุช 59,36,21,0,0,0,0,216,103,0,0,25,6,52,14,0,0,4,2,479,13.719639,100.674242
14, 2023-04-11,จุดกลับรถปากซอยอ่อนนุช 59,อ่อนนุช,2779,1126,31,8,32,11,15525,7397,159,41,722,58,5485,2016,61,11,90,17,35569,13.719639,100.674242
15, 2023-04-11,ปากซอยอ่อนนุช 74/3,อ่อนนุช 74/3,27,18,0,0,0,0,41,27,0,0,0,1,11,9,0,0,0,0,134,13.718038,100.664381
16, 2023-04-11,ปากซอยอ่อนนุช 74/3,อ่อนนุช,4984,1929,84,10,125,25,18121,8075,278,38,826,55,5152,2080,58,10,82,15,41947,13.718038,100.664381
17, 2023-04-12,เทวกรรม,นครสวรรค์,3265,742,4,0,11,39,10600,3196,24,0,91,256,2527,640,9,0,13,46,21463,13.760085,100.512691
18, 2023-04-12,เทวกรรม,กรุงเกษม,1587,325,34,1,8,81,6539,1502,78,1,67,571,1313,423,25,0,4,102,12661,13.760085,100.512691
19, 2023-04-18,พัฒนาการ,ศรีนครินทร์,7029,2802,88,1,152,7,25692,11823,420,0,1075,26,6303,2316,144,0,111,3,57992,13.735596,100.641007
20, 2023-04-18,พัฒนาการ,พัฒนาการ,5466,1812,60,0,61,16,21214,8216,217,1,604,41,5603,1776,37,0,67,8,45199,13.735596,100.641007
21, 2023-04-19,สีลม - นราธิวาส,นราธิวาสราชนครินทร์,3347,637,1,0,19,28,11679,3104,6,0,99,165,3025,549,2,0,14,55,22730,13.72631,100.528064
22, 2023-04-19,สีลม - นราธิวาส,สีลม,2992,770,138,12,13,60,11493,2847,499,53,96,495,3323,666,127,12,9,93,23698,13.72631,100.528064
23, 2023-04-20,ศิริราช,อรุณอมรินทร์,1672,294,29,0,2,55,4592,1141,99,0,24,199,1768,478,43,0,2,59,10457,13.756068,100.483463
24, 2023-04-20,ศิริราช,พรานนก,1461,247,21,0,4,177,5234,1100,69,0,26,811,1077,244,17,0,2,152,10642,13.756068,100.483463
25, 2023-04-21,สะพานเหลือง,ซอยสว่าง 1- ทางด่วน- ซอยพระยาดำรง,11,7,0,0,0,0,104,75,0,0,8,4,33,32,0,0,4,2,280,13.735728,100.5216
26, 2023-04-21,สะพานเหลือง,บรรทัดทอง,665,252,19,0,8,18,3472,1591,77,0,73,54,1260,393,21,1,12,15,7931,13.735728,100.5216
27, 2023-04-21,สะพานเหลือง,พระรามที่ 4,6763,1726,167,4,69,107,26720,8546,645,8,394,394,7278,1900,142,1,35,115,55014,13.735728,100.5216
28, 2023-04-24,บางโพ,ประชาราษฎร์สาย 1,4608,791,102,0,44,33,10119,3284,414,0,202,96,2171,705,77,0,24,20,22690,13.806362,100.521595
29, 2023-04-24,บางโพ,ประชาราษฎร์สาย 2,1101,210,18,0,7,14,3782,995,76,0,52,46,958,277,17,0,3,13,7569,13.806362,100.521595
30, 2023-04-25,มิตรสัมพันธ์,มักกะสัน,1508,370,4,0,11,20,5501,1626,18,1,92,134,1516,405,7,0,14,39,11266,13.750023,100.554479
31, 2023-04-25,มิตรสัมพันธ์,เพชรบุรี,6641,1633,156,0,69,50,23125,6523,640,3,364,539,5390,1266,122,0,48,162,46731,13.750023,100.554479
32, 2023-04-26,จันทน์ - เจริญราษฎร์,เจริญราษฎร์,5267,1222,17,0,35,21,18411,7026,88,1,459,180,5822,1647,21,0,54,30,40301,13.707885,100.518636
33, 2023-04-26,จันทน์ - เจริญราษฎร์,จันทน์,1953,711,15,0,36,77,7562,3110,78,0,242,358,2087,629,16,0,56,64,16994,13.707885,100.518636
34, 2023-04-27,ณ ระนอง,ณ ระนอง,592,191,0,0,12,17,1212,740,1,1,656,40,300,97,0,0,83,4,3946,13.717561,100.558105
35, 2023-04-27,ณ ระนอง,พระรามที่ 3,3167,1019,49,0,167,47,11400,5147,202,0,1397,154,2942,1196,40,0,296,41,27264,13.717561,100.558105
36, 2023-04-27,ณ ระนอง,สุนทรโกษา,2829,1122,198,0,100,50,9062,4179,556,6,775,204,2628,976,124,2,87,27,22925,13.717561,100.558105
37, 2023-04-27,ณ ระนอง,รัชดาภิเษก,991,317,64,0,13,93,3353,1392,103,0,86,204,952,321,9,0,19,28,7945,13.717561,100.558105
1,8/3/2023,พระราม 3 - รัชดา,รัชดาภิเษก,2662,686,25,0,74,15,9977,3272,83,1,393,54,2169,616,24,0,46,13,20110,13.68583819,100.52036
2,8/3/2023,พระราม 3 - รัชดา,พระรามที่ 3,13759,3627,89,1,193,59,31435,14343,272,0,1969,126,7517,2630,97,0,112,30,76259,13.68583819,100.52036
3,8/4/2023,เศรษฐศิริ,เศรษฐศิริ,1574,310,13,0,5,34,3888,1400,9,0,46,74,1161,309,8,0,4,10,8845,13.78160303,100.5305589
4,8/4/2023,เศรษฐศิริ,เทอดดำริ,2743,453,11,0,13,19,6692,1757,24,0,59,64,1489,616,5,0,10,6,13961,13.78160303,100.5305589
5,8/7/2023,ลาดพร้าว- ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,9402,1972,10,0,104,21,38235,10666,96,0,1208,71,9046,1878,18,0,106,16,72849,13.78643893,100.6087706
6,8/7/2023,ลาดพร้าว- ประดิษฐ์มนูธรรม,ลาดพร้าว,5044,1287,222,0,28,5,19158,6680,764,2,218,17,4878,1748,201,1,6,2,40261,13.78643893,100.6087706
7,8/7/2023,หน้าเซ็นทรัลอีสวิลล์,ประดิษฐ์มนูธรรม,9402,1972,10,0,104,21,38235,10666,96,0,1208,71,9046,1878,18,0,106,16,72849,13.8024297,100.6157226
8,8/8/2023,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์,4660,1049,77,19,69,67,17406,6186,458,45,615,260,4572,1950,159,17,66,97,37772,13.75946307,100.4699538
9,8/8/2023,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์ 35,317,84,0,0,2,3,918,282,0,0,30,15,196,95,0,0,1,3,1946,13.75946307,100.4699538
10,8/8/2023,ทางข้ามระหว่างซอยจรัญสนิทวงศ์ 44 - 46,จรัญสนิทวงศ์,4872,846,76,10,24,121,23896,5846,384,25,380,356,5857,1272,82,9,19,98,44173,13.77884401,100.4866334
11,8/8/2023,ปากซอยคริสจักร,จรัญสนิทวงศ์,2429,480,135,2,22,123,7950,1746,535,4,103,342,2042,501,150,1,11,165,16741,13.73085889,100.4733094
12,8/9/2023,ปากซอยศาลาธรรมสพน์ 26,ศาลาธรรมสพน์,1779,633,14,0,23,0,4662,2848,66,0,272,7,1289,790,21,0,36,1,12441,13.79778474,100.3712521
13,8/9/2023,พุทธมณฑลสาย 3 - อุทยาน,พุทธมณฑลสาย 3,6548,2227,16,0,247,7,14438,12473,54,0,3178,29,3293,2315,10,1,403,3,45242,13.778492,100.363769
14,8/9/2023,พุทธมณฑลสาย 3 - อุทยาน,อุทยาน,3311,1020,4,0,42,2,5480,3537,9,0,338,7,1153.96,595,1,0,14,2,15515.96,13.778492,100.363769
15,8/10/2023,หน้าตลาดพุทธบูชา 95,พุทธบูชา,1562,582,2,0,22,4,4143,2414,2,0,198,17,1261,541,1,0,16,6,10771,13.67222645,100.4728231
16,8/10/2023,ทางข้ามระหว่างซอยพุทธบูชา 22 -22/1,พุทธบูชา,1533,433,4,0,9,4,5801,2116,4,0,171,15,1453,406,0,0,23,6,11978,13.66422235,100.4701612
17,8/10/2023,ปากทางเข้าแฟลตทหารเรือ,สุขสวัสดิ์ 26,628,256,0,0,5,3,1794,1032,0,0,47,8,372,182,0,0,9,6,4342,13.67301008,100.4853409
18,8/11/2023,วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน,2244,825,90,39,53,180,12354,4412,409,168,298,512,3443,1294,110,44,46,123,26644,13.72635063,100.4930785
19,8/11/2023,วงเวียนใหญ่,ประชาธิปก,3431,857,94,35,9,176,14126,4688,470,135,121,556,3836,1413,120,24,64,124,30279,13.72635063,100.4930785
20,8/11/2023,วงเวียนใหญ่,อินทรพิทักษ์,5864,960,137,15,32,160,12162,3339,549,60,183,630,2992,692,129,16,17,134,28071,13.72635063,100.4930785
21,8/11/2023,วงเวียนใหญ่,ลาดหญ้า,1857,329,102,7,23,266,6324,1990,305,11,81,812,1423,338,70,1,2,167,14108,13.72635063,100.4930785
22,8/15/2023,ปากซอยลาดหญ้า 10,ลาดหญ้า,1606,326,91,0,8,261,5110,1536,333,0,29,600,1195,368,89,0,5,157,11714,13.72803703,100.5004269
23,8/15/2023,หน้าสถาบันสุขภาพเด็กฯ,ราชวิถี,4891,788,211,38,12,39,20401,3920,904,92,227,193,3894,926,277,21,41,53,36928,13.76616502,100.5353932
24,8/15/2023,หน้าห้างเซ็นจูรี่,รางน้ำ,846,212,3,0,6,18,2989,745,10,0,15,102,599,118,3,0,4,8,5678,13.76126692,100.536849
25,8/15/2023,หน้า ททบ.5,พหลโยธิน,4352,537,161,50,35,51,15782,3987,753,155,267,45,3832,851,170,30,29,9,31096,13.77092864,100.5415547
26,8/16/2023,เอกมัยใต้,ทางเข้าขนส่งเอกมัย,30,19,11,9,0,1,331,160,91,57,3,15,26,47,28,17,1,3,849,13.72005,100.584417
27,8/16/2023,เอกมัยใต้,สุขุมวิท 63,1466,449,6,1,5,10,4983,1689,42,4,35,46,1505,498,14,1,9,7,10770,13.72005,100.584417
28,8/16/2023,เอกมัยใต้,สุขุมวิท,3842,1240,148,19,17,17,12746,5294,503,71,193,113,3085,1265,149,18,49,26,28795,13.72005,100.584417
29,8/17/2023,เพชรเกษม 81,เพชรเกษม 81,1109,237,29,0,22,8,3493,1196,108,0,248,16,871,293,24,0,29,4,7687,13.70548556,100.3432709
30,8/17/2023,เพชรเกษม 81,เพชรเกษม,5744,2888,182,1,371,10,23463,15586,830,6,3462,48,6432,4094,269,1,598,13,63998,13.70548556,100.3432709
31,8/17/2023,หน้าโรงเรียนสารสาสน์ฯ,เพชรเกษม 81(มาเจริญ),872,722,7,2,17,7,3459,3474,23,0,535,19,924,837,5,0,49,9,10961,13.67192726,100.3471042
32,8/18/2023,ยมราช,หลานหลวง,25,42,66,0,3,3,114,141,276,0,16,12,49,25,53,0,2,1,828,13.75735456,100.5205655
33,8/18/2023,ยมราช,พิษณุโลก,6154,1092,53,0,39,172,20831,5408,276,0,378,405,5900,1326,103,0,25,77,42239,13.75735456,100.5205655
34,8/18/2023,ยมราช,สวรรคโลก,1937,385,63,0,9,36,6722,1962,204,1,68,126,1374,299,52,0,7,21,13266,13.75735456,100.5205655
35,8/18/2023,ยมราช,เพชรบุรี,4622,1030,118,1,15,109,15346,5066,512,2,288,309,2700,1012,130,1,53,68,31382,13.75735456,100.5205655
36,8/21/2023,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เอราวัณ ปาร์ค อเวนิว,415,81,0,0,4,8,760,275,0,0,20,18,173,74,0,0,2,3,1833,13.77284651,100.4602136
37,8/21/2023,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เลียบทางรถไฟสายใต้,1353,267,2,0,9,11,3826,1087,0,0,60,42,1405,351,4,1,14,3,8435,13.77284651,100.4602136
38,8/22/2023,ปากซอยรามคำแหง 23,รามคำแหง,3630,1290,204,19,20,2,13260,4670,696,65,147,17,3142,841,177,19,13,6,28218,13.75413517,100.6121463
39,8/22/2023,รามคำแหง 24,รามคำแหง 24,706,191,4,2,9,7,2630,721,29,7,50,30,511,109,6,2,4,7,5025,13.755386,100.613542
40,8/22/2023,รามคำแหง 24,รามคำแหง,3706,1200,193,18,16,7,10875,3975,697,63,142,41,2619,809,179,18,18,6,24582,13.755386,100.613543
41,8/23/2023,สุขุมวิท - สุขุมวิท 71,สุขุมวิท 71,1325,354,22,6,31,23,4093,1675,169,27,377,77,862,394,27,2,34,9,9507,13.71317107,100.5941197
42,8/23/2023,สุขุมวิท - สุขุมวิท 71,สุขุมวิท,6206,1690,180,29,134,90,23752,8415,867,166,1334,402,6165,2169,204,32,104,85,52024,13.71317107,100.5941197
43,8/23/2023,พระโขนง,พระรามที่ 4,528,196,31,0,19,3,2016,1334,160,1,179,14,354,197,22,0,7,2,5063,13.71429297,100.5925336
44,8/23/2023,พระโขนง,สุขุมวิท,6567,1797,201,46,104,78,22718,8443,817,168,1452,347,5128,1654,206,32,167,69,49994,13.71429297,100.5925336
45,8/24/2023,ด่วนเพลินจิต,ดวงพิทักษ์,788,124,0,0,4,1,2232,691,0,0,6,9,402,81,0,0,2,3,4343,13.74277879,100.550544
46,8/24/2023,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,3131,504,1,0,7,0,7412,1847,12,0,15,0,1184,272,2,0,1,0,14388,13.74277879,100.550544
47,8/24/2023,ด่วนเพลินจิต,เพลินจิต,406,162,17,3,2,1,2005,696,94,25,29,97,322,200,32,5,7,20,4123,13.74277879,100.550544
48,8/24/2023,ด่วนเพลินจิต,สุขุมวิท,7212,1198,48,6,40,25,18062,3429,242,22,100,100,4205,719,54,7,5,18,35492,13.74277879,100.550544
49,8/25/2023,เพชรพระราม ,บรรทัดทอง,947,179,15,0,9,67,2980,762,43,0,41,408,588,200,12,0,7,66,6324,13.754972,100.526886
50,8/25/2023,เพชรพระราม ,เพชรบุรี,6756,1277,129,5,9,165,20930,5698,527,17,155,806,4213,1216,139,5,20,136,42203,13.754972,100.526887
51,8/28/2023,บางขุนนนท์,จรัญสนิทวงศ์,4508,998,140,8,44,88,16756,5028,552,22,266,399,3937,1217,144,2,29,122,34260,13.763886,100.473897
52,8/28/2023,บางขุนนนท์,บางกอกน้อยตลิ่งชัน,1509,434,31,0,12,29,4898,1963,103,0,87,90,1204,476,23,0,12,25,10896,13.763886,100.473898
53,8/28/2023,บางขุนนนท์,จรัญสนิทวงศ์ 32,78,41,0,0,2,2,282,136,0,0,6,9,59,38,0,0,1,0,654,13.763886,100.473899
54,8/29/2023,สาทร - นราธิวาสฯ,นราธิวาสราชนครินทร์,4353,1026,50,7,24,36,15879,4755,196,40,118,121,4801,1466,63,7,13,42,32997,13.721847,100.530147
55,8/29/2023,สาทร - นราธิวาสฯ,สาทร,8463,1349,32,5,33,24,25683,6502,167,18,304,259,6052,1360,39,6,22,53,50371,13.721847,100.530148
56,8/30/2023,บางแค,บางแค,534,194,1,0,10,11,2469,1255,2,0,21,32,581,259,1,0,1,6,5377,13.711753,100.420836
57,8/30/2023,บางแค,เพชรเกษม,6765,1995,238,0,72,246,23346,9701,1062,2,586,548,6579,2994,244,3,119,188,54688,13.711753,100.420837
58,8/31/2023,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เพชรเกษม 69,1160,633,19,1,92,7,3894,2467,61,0,300,18,912,529,18,0,57,3,10171,13.68878157,100.3820787
59,8/31/2023,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เลียบคลองภาษีเจริญฝั่งใต้,450,199,0,0,10,1,1517,1011,0,0,128,7,416,229,0,0,5,2,3975,13.68878157,100.3820787
60,8/31/2023,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,สวนจำปี,9,22,0,0,5,0,57,56,0,0,28,1,25,15,0,0,4,0,222,13.68878157,100.3820787
1,12/1/2023,สะพานขาว,กรุงเกษม,1592,355,39,3,26,133,8761,2765,178,3,164,885,2173,628,47,0,18,128,17898,13.756629,100.51609
2,12/1/2023,สะพานขาว,หลานหลวง,3989,894,178,3,24,208,13867,4051,803,7,172,627,2510,671,194,0,29,141,28368,13.756629,100.51609
3,12/4/2023,ศรีบูรพา - อาคารสงเคราะห์,ศรีบูรพา,1839,700,73,0,32,8,5826,2764,255,1,139,27,1916,741,67,0,15,7,14410,13.78043143,100.650487
4,12/4/2023,ศรีบูรพา - อาคารสงเคราะห์,อาคารสงเคราะห์,216,97,1,0,4,2,1044,358,1,0,7,8,291,39,0,0,1,1,2070,13.78043143,100.650487
5,12/6/2023,เลียบคลองภาษีเจริญฝั่งเหนือ - เพชรเกษม 81,เพชรเกษม 81,1866,833,35,2,69,25,6537,4140,170,6,453,97,1951,1018,61,2,56,24,17345,13.68112101,100.3445238
6,12/6/2023,เลียบคลองภาษีเจริญฝั่งเหนือ - เพชรเกษม 81,เลียบคลองภาษีเจริญฝั่งเหนือ,1390,602,9,0,61,10,3415,2254,29,0,379,36,1248,528,6,0,32,3,10002,13.68112101,100.3445238
7,12/6/2023,หน้าบริษัทกราเวีย อาร์ต เซ็นเตอร์,เลียบคลองภาษีเจริญฝั่งเหนือ,1363,534,7,1,58,1,3557,2425,17,0,442,5,869,527,3,0,43,0,9852,13.69106,100.373989
8,12/7/2023,เกษมราษฎร์,เกษมราษฎร์,1006,298,4,0,10,14,3339,1145,19,1,59,32,1146,255,5,0,7,15,7355,13.718968,100.567186
9,12/7/2023,เกษมราษฎร์,พระรามที่ 4,5360,1180,93,0,84,73,15082,4723,381,6,417,204,4671,1208,78,0,38,46,33644,13.718968,100.567186
10,12/8/2023,บางเขน(2),กำแพงเพชร 6,1868,487,7,2,21,3,7329,2331,23,3,162,30,2014,482,13,2,30,2,14809,13.84791227,100.5608429
11,12/8/2023,บางเขน(2),งามวงศ์วาน,3684,988,83,2,22,5,12992,4595,289,7,539,19,2905,904,69,0,38,5,27146,13.84791227,100.5608429
12,12/12/2023,อ่อนนุช 46,อ่อนนุช 46,492,143,0,0,12,0,1826,847,0,0,44,10,571,234,0,0,5,5,4189,13.71067185,100.6343334
13,12/12/2023,อ่อนนุช 46,อ่อนนุช,2939,1312,14,0,71,3,10765,5835,74,0,524,25,2642,1063,19,0,45,7,25338,13.71067185,100.6343334
14,12/13/2023,สุขาภิบาล 5 - จตุโชติ,สุขาภิบาล 5,3787,1171,1,2,96,1,12030,5402,27,7,594,15,3473,1550,6,1,129,4,28296,13.89819333,100.6618999
15,12/13/2023,สุขาภิบาล 5 - จตุโชติ,จตุโชติ,1061,369,1,0,15,0,3929,2149,2,0,227,0,965,549,1,0,45,1,9314,13.89819333,100.6618999
16,12/13/2023,สุขาภิบาล 5 - เพิ่มสิน,สุขาภิบาล 5,3231,912,4,3,74,4,11212,4769,30,8,602,17,3234,1320,6,2,121,4,25553,13.90132959,100.6652624
17,12/13/2023,สุขาภิบาล 5 - เพิ่มสิน,เพิ่มสิน,913,317,4,2,5,1,2581,1169,19,9,44,6,844,274,7,2,7,1,6205,13.90132959,100.6652624
18,12/14/2023,ปากซอยคุ้มเกล้า 3,คุ้มเกล้า,2099,1078,6,0,119,0,5130,3390,3,0,609,0,1156,716,1,0,136,0,14443,13.80039776,100.7844725
19,12/14/2023,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง,4840,2450,81,6,785,3,12220,10432,200,14,4205,9,3794,2566,71,1,586,1,42264,13.75577507,100.7979285
20,12/14/2023,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง 31,550,703,30,0,261,0,2111,2070,59,0,1800,2,665,754,150,0,185,0,9340,13.75577507,100.7979285
21,12/14/2023,นิคมอุตสาหกรรมลาดกระบัง,ส่วนบุคคล,13,11,0,0,1,0,64,54,0,0,3,0,15,16,0,0,1,0,178,13.75577507,100.7979285
22,12/15/2023,ปากซอยประชาอุทิศ 54,ประชาอุทิศ,1669,614,26,0,6,205,8094,2836,128,0,40,635,2186,711,31,0,9,142,17332,13.64368321,100.499045
23,12/15/2023,นาหลวง,หมู่บ้านสินทวี,70,13,0,0,0,0,120,71,0,0,0,0,20,22,0,0,0,0,316,13.6472263,100.4957044
24,12/15/2023,นาหลวง,ประชาอุทิศ (SB),1246,604,25,0,29,73,5227,2117,150,0,140,206,1602,637,39,0,19,53,12167,13.6472263,100.4957044
25,12/15/2023,นาหลวง,พุทธบูชา,855,274,5,0,6,47,3303,1452,42,0,110,215,941,508,15,0,15,95,7883,13.6472263,100.4957044
26,12/15/2023,นาหลวง,ประชาอุทิศ (WB),904,301,15,0,10,112,3923,1549,50,0,114,337,929,297,12,0,7,92,8652,13.6472263,100.4957044
27,12/18/2023,สายไหม 39,สายไหม 39,518,110,0,0,2,0,1162,501,0,0,5,1,297,161,0,0,1,0,2758,13.92132871,100.6568749
